generation_type,file_url,bco_url,local_id,persistent_id,creation_time,file_format,data_type,mime_type,protein,gene,glycan,disease,anatomy,site_start_pos,site_end_pos,amino_acid_start,amino_acid_end,species,access_url
glygen_protein_glycan_mix_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/chicken_proteoform_glycosylation_sites_glyconnect.csv,https://biocomputeobject.org/GLY_000980/2.8.1,GLY_000980,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,column:saccharide,,column:source_tissue_id,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9031,drs://dsapi.glygen.org/drs/GLY_000980_1
glygen_protein_glycan_mix_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/chicken_proteoform_glycosylation_sites_oglcnac_atlas.csv,https://biocomputeobject.org/GLY_000962/2.8.1,GLY_000962,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,column:saccharide,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9031,drs://dsapi.glygen.org/drs/GLY_000962_1
glygen_protein_glycan_mix_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/chicken_proteoform_glycosylation_sites_oglcnac_mcw.csv,https://biocomputeobject.org/GLY_000959/2.8.1,GLY_000959,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,column:saccharide,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9031,drs://dsapi.glygen.org/drs/GLY_000959_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/chicken_proteoform_glycosylation_sites_pdb.csv,https://biocomputeobject.org/GLY_001009/2.8.1,GLY_001009,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9031,drs://dsapi.glygen.org/drs/GLY_001009_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/chicken_proteoform_glycosylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_000965/2.8.1,GLY_000965,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9031,drs://dsapi.glygen.org/drs/GLY_000965_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/yeast_protein_masterlist.csv,https://biocomputeobject.org/GLY_000760/2.8.1,GLY_000760,,12/12/24,format:3752,data:2764,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid559292,drs://dsapi.glygen.org/drs/GLY_000760_1
glygen_protein_glycan_mix_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/yeast_proteoform_glycosylation_sites_glyconnect.csv,https://biocomputeobject.org/GLY_000805/2.8.1,GLY_000805,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,column:saccharide,,column:source_tissue_id,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid559292,drs://dsapi.glygen.org/drs/GLY_000805_1
glygen_protein_glycan_mix_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/yeast_proteoform_glycosylation_sites_oglcnac_atlas.csv,https://biocomputeobject.org/GLY_000806/2.8.1,GLY_000806,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,column:saccharide,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid559292,drs://dsapi.glygen.org/drs/GLY_000806_1
glygen_protein_glycan_mix_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/yeast_proteoform_glycosylation_sites_oglcnac_mcw.csv,https://biocomputeobject.org/GLY_000807/2.8.1,GLY_000807,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,column:saccharide,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid559292,drs://dsapi.glygen.org/drs/GLY_000807_1
glygen_protein_glycan_mix_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/yeast_proteoform_glycosylation_sites_carbbank.csv,https://biocomputeobject.org/GLY_001116/2.8.1,GLY_001116,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,column:saccharide,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid559292,drs://dsapi.glygen.org/drs/GLY_001116_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/yeast_proteoform_glycosylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_000808/2.8.1,GLY_000808,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid559292,drs://dsapi.glygen.org/drs/GLY_000808_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/pig_protein_masterlist.csv,https://biocomputeobject.org/GLY_000950/2.8.1,GLY_000950,,12/12/24,format:3752,data:2764,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9823,drs://dsapi.glygen.org/drs/GLY_000950_1
glygen_protein_glycan_mix_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/pig_proteoform_glycosylation_sites_glyconnect.csv,https://biocomputeobject.org/GLY_000893/2.8.1,GLY_000893,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,column:saccharide,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9823,drs://dsapi.glygen.org/drs/GLY_000893_1
glygen_protein_glycan_mix_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/pig_proteoform_glycosylation_sites_oglcnac_atlas.csv,https://biocomputeobject.org/GLY_000955/2.8.1,GLY_000955,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,column:saccharide,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9823,drs://dsapi.glygen.org/drs/GLY_000955_1
glygen_protein_glycan_mix_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/pig_proteoform_glycosylation_sites_oglcnac_mcw.csv,https://biocomputeobject.org/GLY_000935/2.8.1,GLY_000935,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,column:saccharide,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9823,drs://dsapi.glygen.org/drs/GLY_000935_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/pig_proteoform_glycosylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_000896/2.8.1,GLY_000896,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9823,drs://dsapi.glygen.org/drs/GLY_000896_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/dicty_protein_masterlist.csv,https://biocomputeobject.org/GLY_000847/2.8.1,GLY_000847,,12/12/24,format:3752,data:2764,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid44689,drs://dsapi.glygen.org/drs/GLY_000847_1
glygen_protein_glycan_mix_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/dicty_proteoform_glycosylation_sites_glyconnect.csv,https://biocomputeobject.org/GLY_000822/2.8.1,GLY_000822,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,column:saccharide,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid44689,drs://dsapi.glygen.org/drs/GLY_000822_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/dicty_proteoform_glycosylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_000827/2.8.1,GLY_000827,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid44689,drs://dsapi.glygen.org/drs/GLY_000827_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/arabidopsis_protein_masterlist.csv,https://biocomputeobject.org/GLY_001067/2.8.1,GLY_001067,,12/12/24,format:3752,data:2764,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid3702,drs://dsapi.glygen.org/drs/GLY_001067_1
glygen_glycan_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/arabidopsis_proteoform_glycosylation_sites_glyconnect.csv,https://biocomputeobject.org/GLY_001100/2.8.1,GLY_001100,,12/12/24,format:3752,ILX:0793825,text/csv,,,column:saccharide,,,,,,,static:NCBI:txid3702,drs://dsapi.glygen.org/drs/GLY_001100_1
glygen_protein_glycan_mix_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/arabidopsis_proteoform_glycosylation_sites_oglcnac_atlas.csv,https://biocomputeobject.org/GLY_001105/2.8.1,GLY_001105,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,column:saccharide,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid3702,drs://dsapi.glygen.org/drs/GLY_001105_1
glygen_protein_glycan_mix_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/arabidopsis_proteoform_glycosylation_sites_oglcnac_mcw.csv,https://biocomputeobject.org/GLY_001107/2.8.1,GLY_001107,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,column:saccharide,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid3702,drs://dsapi.glygen.org/drs/GLY_001107_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/arabidopsis_proteoform_glycosylation_sites_pdb.csv,https://biocomputeobject.org/GLY_001102/2.8.1,GLY_001102,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid3702,drs://dsapi.glygen.org/drs/GLY_001102_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/arabidopsis_proteoform_glycosylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_001110/2.8.1,GLY_001110,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid3702,drs://dsapi.glygen.org/drs/GLY_001110_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/bovine_protein_masterlist.csv,https://biocomputeobject.org/GLY_001232/2.8.1,GLY_001232,,12/12/24,format:3752,data:2764,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9913,drs://dsapi.glygen.org/drs/GLY_001232_1
glygen_protein_glycan_mix_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/bovine_proteoform_glycosylation_sites_oglcnac_mcw.csv,https://biocomputeobject.org/GLY_001171/2.8.1,GLY_001171,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,column:saccharide,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9913,drs://dsapi.glygen.org/drs/GLY_001171_1
glygen_protein_glycan_mix_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/bovine_proteoform_glycosylation_sites_oglcnac_atlas.csv,https://biocomputeobject.org/GLY_001172/2.8.1,GLY_001172,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,column:saccharide,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9913,drs://dsapi.glygen.org/drs/GLY_001172_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/bovine_proteoform_glycosylation_sites_pdb.csv,https://biocomputeobject.org/GLY_001176/2.8.1,GLY_001176,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9913,drs://dsapi.glygen.org/drs/GLY_001176_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/bovine_proteoform_glycosylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_001180/2.8.1,GLY_001180,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9913,drs://dsapi.glygen.org/drs/GLY_001180_1
glygen_protein_glycan_mix_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/bovine_proteoform_glycosylation_sites_glyconnect.csv,https://biocomputeobject.org/GLY_001182/2.8.1,GLY_001182,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,column:saccharide,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9913,drs://dsapi.glygen.org/drs/GLY_001182_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/human_proteoform_phosphorylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_000274/2.8.1,GLY_000274,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9606,drs://dsapi.glygen.org/drs/GLY_000274_1
glygen_protein_no_gene_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/hcv1a_proteoform_phosphorylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_000384/2.8.1,GLY_000384,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid11108,drs://dsapi.glygen.org/drs/GLY_000384_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/human_proteoform_phosphorylation_sites_iptmnet.csv,https://biocomputeobject.org/GLY_000519/2.8.1,GLY_000519,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9606,drs://dsapi.glygen.org/drs/GLY_000519_1
glygen_protein_no_gene_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/hcv1b_proteoform_phosphorylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_000385/2.8.1,GLY_000385,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid11116,drs://dsapi.glygen.org/drs/GLY_000385_1
glygen_protein_no_gene_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/sarscov1_proteoform_phosphorylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_000474/2.8.1,GLY_000474,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid694009,drs://dsapi.glygen.org/drs/GLY_000474_1
glygen_protein_no_gene_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/sarscov2_proteoform_phosphorylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_000475/2.8.1,GLY_000475,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid2697049,drs://dsapi.glygen.org/drs/GLY_000475_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/mouse_proteoform_phosphorylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_000254/2.8.1,GLY_000254,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid10090,drs://dsapi.glygen.org/drs/GLY_000254_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/mouse_proteoform_phosphorylation_sites_iptmnet.csv,https://biocomputeobject.org/GLY_000520/2.8.1,GLY_000520,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid10090,drs://dsapi.glygen.org/drs/GLY_000520_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/rat_proteoform_phosphorylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_000531/2.8.1,GLY_000231,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid10116,drs://dsapi.glygen.org/drs/GLY_000231_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/rat_proteoform_phosphorylation_sites_iptmnet.csv,https://biocomputeobject.org/GLY_000521/2.8.1,GLY_000521,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid10116,drs://dsapi.glygen.org/drs/GLY_000521_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/fruitfly_proteoform_phosphorylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_000682/2.8.1,GLY_000682,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid7227,drs://dsapi.glygen.org/drs/GLY_000682_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/fruitfly_proteoform_phosphorylation_sites_iptmnet.csv,https://biocomputeobject.org/GLY_000683/2.8.1,GLY_000683,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid7227,drs://dsapi.glygen.org/drs/GLY_000683_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/yeast_proteoform_phosphorylation_sites_iptmnet.csv,https://biocomputeobject.org/GLY_000809/2.8.1,GLY_000809,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid559292,drs://dsapi.glygen.org/drs/GLY_000809_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/yeast_proteoform_phosphorylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_000810/2.8.1,GLY_000810,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid559292,drs://dsapi.glygen.org/drs/GLY_000810_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/dicty_proteoform_phosphorylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_000823/2.8.1,GLY_000823,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid44689,drs://dsapi.glygen.org/drs/GLY_000823_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/pig_proteoform_phosphorylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_000947/2.8.1,GLY_000947,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9823,drs://dsapi.glygen.org/drs/GLY_000947_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/chicken_proteoform_phosphorylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_001023/2.8.1,GLY_001023,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9031,drs://dsapi.glygen.org/drs/GLY_001023_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/chicken_proteoform_phosphorylation_sites_iptmnet.csv,https://biocomputeobject.org/GLY_001033/2.8.1,GLY_001033,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9031,drs://dsapi.glygen.org/drs/GLY_001033_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/arabidopsis_proteoform_phosphorylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_001109/2.8.1,GLY_001109,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid3702,drs://dsapi.glygen.org/drs/GLY_001109_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/arabidopsis_proteoform_phosphorylation_sites_iptmnet.csv,https://biocomputeobject.org/GLY_001112/2.8.1,GLY_001112,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid3702,drs://dsapi.glygen.org/drs/GLY_001112_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/bovine_proteoform_phosphorylation_sites_iptmnet.csv,https://biocomputeobject.org/GLY_001178/2.8.1,GLY_001178,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9913,drs://dsapi.glygen.org/drs/GLY_001178_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/bovine_proteoform_phosphorylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_001179/2.8.1,GLY_001179,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:txid9913,drs://dsapi.glygen.org/drs/GLY_001179_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/zebrafish_proteoform_phosphorylation_sites_iptmnet.csv,https://biocomputeobject.org/GLY_001291/2.8.1,GLY_001291,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:7955,drs://dsapi.glygen.org/drs/GLY_001291_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/zebrafish_proteoform_phosphorylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_001292/2.8.1,GLY_001292,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:7955,drs://dsapi.glygen.org/drs/GLY_001292_1
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/hamster_proteoform_phosphorylation_sites_iptmnet.csv,https://biocomputeobject.org/GLY_001298/2.8.1,GLY_001298,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:7955,drs://dsapi.glygen.org/drs/GLY_001298_1
